,Street,Num of rooms,Floor,Price,Bars,Furniture,Elevator,Terrace,Parking,Size of house per mm,Numbers_for_Type_house_in_df,Numbers_for_Cities_in_df
34147,                    אליעזר הופיין                ,4.0,2,2250000.0,2,2,2,1,2,100.0,1,10
34148,"                    הרא""ה                ",4.0,2,1890000.0,1,1,1,1,1,110.0,1,1
34149,                    2                ,2.0,1,600000.0,1,1,1,1,1,48.0,1,92
34150,                    סמטת זנגביל                ,4.0,4,8400000.0,1,1,2,2,2,140.0,1,3
34151,                    ליבר זאב                ,4.0,7,1850000.0,1,1,2,2,2,106.0,1,25
34152,                    שלום עליכם                ,4.0,0,2899000.0,2,2,1,2,1,100.0,23,52
34153,                    3                ,3.0,8,6400000.0,1,1,2,2,2,100.0,1,3
34154,                    דרך מנחם בגין 158                ,4.0,33,3900000.0,1,1,2,2,2,94.0,1,3
34155,                    5                ,5.0,6,3100000.0,1,1,2,2,2,117.0,22,11
34156,                    האורן                ,3.0,1,835000.0,1,1,1,1,1,78.0,1,45
34157,                    טרכטנברג 18                ,4.0,6,1890000.0,1,1,2,2,1,115.0,1,9
34158,                    3                ,3.0,1,1250000.0,1,1,1,1,1,60.0,1,36
34159,                    5                ,5.0,6,1830000.0,2,1,2,1,2,113.0,1,19
34160,                    מורד הגיא                ,3.0,2,750000.0,1,1,1,1,1,79.0,1,103
34161,                    אלונים                ,4.0,3,1970000.0,1,2,2,2,2,113.0,1,25
34162,                    6                ,6.0,2,2690000.0,2,2,1,2,2,150.0,8,6
34163,                    שלמה המלך                ,4.0,0,1045000.0,1,2,1,1,1,114.0,23,23
34164,                    3.5                ,3.0,5,5600000.0,1,1,2,1,2,100.0,1,3
34165,                    דבורה בארון 7                ,4.0,7,3400000.0,1,1,2,2,2,261.0,22,9
34166,                    עזריה 4                ,3.0,1,5200000.0,1,1,1,2,1,85.0,1,3
34167,                    3.5                ,3.0,3,3200000.0,1,1,2,1,1,82.0,1,3
34168,                    3.5                ,3.0,5,6950000.0,1,1,2,2,1,117.0,22,3
34169,                    הציונות 48                ,6.0,0,3790000.0,1,1,1,2,2,184.0,23,14
34170,"                    מח""ל 14                ",5.0,4,2900000.0,2,1,2,2,2,115.0,1,3
34171,                    5                ,5.0,1,2630000.0,1,1,2,2,2,130.0,1,11
34172,                    משה גוט לוין                ,4.0,2,1385000.0,1,1,2,2,1,100.0,1,11
34173,                    ישורון                ,3.0,5,2390000.0,1,2,2,2,2,90.0,1,20
34174,                    3.5                ,3.0,2,995000.0,1,2,2,2,2,80.0,1,62
34175,                    שלמה המלך                ,4.0,2,1890000.0,1,1,2,1,2,115.0,1,25
34176,                    מרק לברי                ,5.0,3,1500000.0,1,1,2,2,2,106.0,1,11
34177,                    3                ,3.0,2,1600000.0,1,1,1,1,1,65.0,1,3
34178,                    3                ,3.0,2,3490000.0,1,1,1,2,2,81.0,1,3
34179,                    בארי                ,3.0,1,1850000.0,2,1,2,1,2,100.0,1,25
34180,                    כספי 3                ,3.0,3,1000050.0,1,1,1,1,1,72.0,1,16
34181,                    9                ,9.0,0,4200000.0,2,2,1,2,2,240.0,21,9
34182,                    2                ,6.0,0,3550000.0,1,1,1,2,2,300.0,23,184
34183,                    3                ,3.0,4,540000.0,1,2,2,1,2,64.0,1,145
34184,                    1                ,5.0,0,2100000.0,1,1,1,2,2,135.0,21,555
34185,                    הסיתוונית                ,4.0,3,1735000.0,2,1,2,1,2,87.0,1,9
34186,                    מנחם ארבר                ,3.0,7,2480000.0,1,1,2,2,2,90.0,1,3
34187,                    לוי אשכול                ,3.0,3,780000.0,2,2,1,1,1,70.0,1,64
34188,                    גוש עציון 10                ,5.0,6,4150000.0,1,1,2,2,2,121.0,1,66
34189,                    שיינקין                ,4.0,1,2680000.0,2,2,2,1,2,100.0,1,66
34190,                    2.5                ,2.0,2,650000.0,1,1,1,1,1,70.0,1,11
34191,                    2                ,2.0,27,1950000.0,2,1,2,1,2,47.0,1,1
34192,                    4                ,4.0,0,1650000.0,1,1,2,2,2,105.0,7,13
34193,                    התנועה הציונית 12                ,3.0,2,1150000.0,1,1,1,1,1,58.0,1,25
34194,                    הס                ,4.0,2,2150000.0,1,1,1,1,2,110.0,1,21
34195,                    יהושע ייבין                ,3.0,3,880000.0,2,2,2,1,2,101.0,1,23
34196,                    סירקין 19                ,3.0,2,2070000.0,1,1,1,1,2,75.0,1,66
34197,                    וייצמן 19                ,3.0,3,3680000.0,1,2,2,1,2,85.0,1,3
34198,                    יעקב                ,5.0,6,2450000.0,1,1,2,2,2,125.0,1,14
34199,                    אנילביץ'                ,4.0,3,1530000.0,1,1,1,1,2,80.0,1,10
34200,"                    כ""ט בנובמבר 6                ",4.0,4,1480000.0,1,1,2,1,2,87.0,1,19
34201,                    משעול סוסיא 6                ,5.0,9,1790000.0,1,1,2,2,2,178.0,22,23
34202,                    2                ,3.0,2,1850000.0,1,1,1,2,2,88.0,1,20
34203,                    שבטי ישראל                ,4.0,2,1100000.0,1,1,2,2,2,87.0,1,72
34204,                    בית בפארק                ,5.0,12,4200000.0,1,1,2,2,2,225.0,22,52
34205,                    הלל יפה 34                ,4.0,1,1550000.0,1,1,2,2,2,140.0,1,16
34206,                    זלמן ארן 5                ,4.0,6,1794000.0,1,1,2,1,1,100.0,1,4
34207,                    פבזנר                ,2.0,2,875000.0,1,1,1,2,1,70.0,1,11
34208,                    בנימין ד'ישראלי                ,4.0,2,1850000.0,1,1,1,2,1,105.0,1,11
34209,                    קרקע מתוך קרקע                ,5.0,0,1950000.0,2,2,1,2,2,150.0,21,485
34210,                    הגולן 11                ,3.0,0,1590000.0,2,1,1,1,1,71.0,1,1
34211,                    הראשונים                ,5.0,1,2650000.0,1,1,2,2,2,152.0,1,84
34212,                    גרינבוים 17                ,2.0,1,860000.0,1,1,1,1,1,55.0,1,26
34213,                    עוזי חיטמן                ,5.0,7,2620000.0,2,1,2,2,2,126.0,1,10
34214,                    בן איש חי 16                ,5.0,4,1950000.0,2,2,2,2,1,125.0,8,32
34215,                    הקליר                ,6.0,26,5900000.0,1,1,2,2,2,216.0,22,25
34216,                    סמטת יוטבתה                ,3.0,3,705000.0,1,1,1,1,1,55.0,1,23
34217,"                    ניל""י 5                ",4.0,1,1150000.0,1,1,1,1,1,86.0,1,57
34218,                    מנדלשטם                ,3.0,2,4690000.0,1,2,2,1,2,75.0,1,3
34219,                    1                ,4.0,0,1520000.0,1,1,2,2,2,100.0,7,565
34220,                    עפרוני 3                ,6.0,0,2400000.0,2,1,1,1,2,167.0,23,23
34221,                    חיל התותחנים                ,5.0,20,5600000.0,1,1,2,2,2,240.0,22,9
34222,                    האבן                ,5.0,5,2350000.0,2,1,2,2,2,140.0,22,166
34223,                    1                ,3.0,0,2650000.0,1,1,1,2,2,126.0,21,730
34224,                    ראובן מס 131                ,3.0,2,1690000.0,2,1,1,2,2,84.0,1,6
34225,                    העמק                ,4.0,8,1050000.0,1,2,2,1,2,100.0,1,45
34226,                    3                ,3.0,3,1400000.0,1,1,2,1,2,83.0,1,25
34227,                    שלווה 31                ,5.0,0,8200000.0,1,1,1,1,2,250.0,23,21
34228,                    ז'בוטינסקי                ,3.0,3,1390000.0,1,1,1,1,1,87.0,1,9
34229,                    1 מתוך 1                ,5.0,1,1650000.0,1,1,1,2,2,120.0,28,485
34230,                    ביכורים                ,4.0,3,1685000.0,1,1,1,1,2,102.0,1,11
34231,                    שדרות המגינים                ,4.0,7,1270000.0,2,1,2,2,2,105.0,1,78
34232,                    שפרינצק 7                ,3.0,2,1590000.0,1,1,1,1,1,96.0,1,26
34233,"                    ביל""ו                ",4.0,0,4300000.0,2,1,1,1,1,90.0,7,6
34234,                    5                ,5.0,5,2720000.0,1,1,2,2,2,150.0,1,100
34235,                    אביגדור המאירי 15                ,5.0,6,1150000.0,1,1,2,1,2,115.0,1,23
34236,                    3.5                ,3.0,0,3200000.0,2,1,1,2,2,94.0,2,25
34237,                    3                ,3.0,1,775000.0,1,1,1,2,1,50.0,1,13
34238,                    דוד טבצ'ניק                ,3.0,5,1730000.0,2,1,2,2,2,72.0,1,19
34239,                    3.5                ,3.0,2,1540000.0,1,1,1,1,1,88.0,1,36
34240,                    שבטי ישראל 14                ,3.0,0,1440000.0,1,1,1,1,1,80.0,7,16
34241,                    גוש עציון 33                ,3.0,2,890000.0,1,2,1,1,1,74.0,1,23
34242,                    קרקע מתוך קרקע                ,5.0,0,1690000.0,1,1,1,1,1,125.0,7,358
34243,                    שער הגיא 2                ,4.0,5,945000.0,1,1,1,1,1,90.0,1,23
34244,                    פרץ ברנשטיין                ,4.0,1,1390000.0,2,2,2,2,2,110.0,1,13
34245,                    2                ,5.0,0,2550000.0,1,1,1,2,2,210.0,21,603
34246,                    פלורנטין                ,5.0,0,2630000.0,1,1,1,1,1,107.0,7,6
34247,                    6                ,6.0,4,3950000.0,1,1,2,2,2,185.0,22,48
34248,                    השיקמים 4                ,4.0,8,1850000.0,2,2,2,2,2,105.0,1,22
34249,                    בני ברית 10                ,4.0,4,2290000.0,1,1,2,2,2,103.0,1,20
34250,                    4.5                ,4.0,2,2200000.0,2,1,1,1,1,96.0,1,66
34251,                    6.5                ,6.0,2,800000.0,1,1,1,2,1,180.0,22,92
34252,                    5                ,5.0,3,1640000.0,1,1,2,2,2,14.0,1,13
34253,                    שמואל פלדברג 60                ,5.0,0,2070000.0,2,1,1,2,2,175.0,23,23
34254,                    3                ,3.0,3,1750000.0,1,1,1,1,1,100.0,1,17
34255,                    3                ,3.0,2,635000.0,2,2,1,2,1,62.0,1,11
34256,                    2                ,2.0,26,2030000.0,1,1,2,1,2,80.0,1,4
34257,                    בית אל 19                ,4.0,10,4950000.0,2,1,2,2,2,132.0,22,3
34258,                    בלפור 9                ,5.0,1,1445000.0,1,1,2,2,2,113.0,1,13
34259,                    עוזי חיטמן                ,5.0,7,2620000.0,2,1,2,2,2,125.0,1,10
34260,                    3                ,3.0,9,1100000.0,1,1,2,2,2,80.0,1,76
34261,                    הרצל 57                ,3.0,1,650000.0,2,1,1,1,1,60.0,1,85
34262,                    אילת 64                ,4.0,7,2450000.0,1,1,2,1,2,95.0,22,10
34263,                    1                ,5.0,1,1240000.0,2,1,2,2,2,130.0,1,8
34264,                    מבצע דני 13                ,3.0,5,1550000.0,1,2,2,1,2,92.0,1,134
34265,                    שמחה דיניץ 5                ,6.0,4,5800000.0,1,2,2,2,2,180.0,22,6
34266,                    4                ,4.0,0,1555000.0,2,2,2,1,2,120.0,7,23
34267,                    שמואל הנגיד                ,5.0,0,4310000.0,1,1,2,1,2,176.0,7,21
34268,                    גבעת פנחס 11                ,1.0,0,740000.0,2,2,1,1,1,33.0,1,36
34269,                    7                ,7.0,0,3500000.0,1,1,1,2,2,186.0,21,213
34270,                    4                ,4.0,3,1160000.0,2,1,2,2,2,102.0,1,23
34271,                    קורא הדורות                ,4.0,1,2850000.0,2,1,2,2,2,112.0,1,6
34272,                    4                ,4.0,1,1670000.0,1,1,2,2,2,95.0,1,492
34273,                    5                ,5.0,0,1500000.0,1,1,2,1,2,132.0,7,92
34274,                    הרטום                ,3.0,4,1465000.0,1,1,1,2,1,75.0,1,25
34275,                    1                ,7.0,1,3350000.0,1,1,1,2,2,250.0,2,214
34276,                    משה שרת                ,3.0,6,1490000.0,2,1,2,1,1,83.0,1,10
34277,                    4                ,4.0,1,1370000.0,1,1,2,2,2,107.0,1,76
34278,                    7                ,7.0,0,3720000.0,1,1,1,1,1,241.0,23,41
34279,                    מאיר בינט 5                ,4.0,2,1350000.0,1,1,1,1,1,96.0,1,7
34280,                    שמעון בן צבי 28                ,4.0,2,4550000.0,1,2,2,2,2,147.0,1,66
34281,                    שבתאי הנגבי                ,3.0,2,2390000.0,1,1,1,1,1,73.0,7,6
34282,                    ניסים אלוני                ,3.0,4,8700000.0,1,1,2,2,2,130.0,8,3
34283,                    כלניות                ,2.0,1,1065000.0,2,2,1,2,1,67.0,1,11
34284,                    מלכי יהודה 24                ,4.0,3,2450000.0,1,1,2,2,2,115.0,1,21
34285,                    אליהו חכים                ,4.0,1,2400000.0,2,1,1,2,2,115.0,1,6
34286,                    אסף שמחוני 24                ,3.0,0,1400000.0,2,1,1,1,2,80.0,2,78
34287,                    2                ,2.0,19,1890000.0,1,2,2,1,1,82.0,1,25
34288,                    סוקולוב 8                ,3.0,4,2025000.0,1,1,2,2,1,82.0,1,17
34289,                    הרב רפאל קצנלבוגן                ,5.0,1,3300000.0,2,1,2,2,1,130.0,1,6
34290,                    איילת השחר 1                ,6.0,1,2150000.0,1,1,2,2,2,145.0,1,20
34291,                    שניר                ,4.0,7,1620000.0,1,1,2,2,2,120.0,1,16
34292,                    1                ,4.0,0,4250000.0,1,1,1,2,1,180.0,2,71
34293,                    3                ,3.0,1,2500000.0,1,1,1,1,1,65.0,22,1
34294,                    3                ,3.0,2,1200000.0,1,1,1,1,2,70.0,1,14
34295,                    כיכר זהורית                ,5.0,12,2000000.0,1,1,2,2,2,200.0,22,97
34296,                    5                ,5.0,1,6390000.0,2,1,2,2,2,124.0,1,3
34297,                    שדרות ירושלים 198                ,2.0,2,1270000.0,1,1,2,1,1,55.0,1,10
34298,                    יהודה הימית                ,2.0,1,2350000.0,1,1,2,2,1,60.0,1,3
34299,                    האורנים                ,3.0,2,1900000.0,2,1,1,1,2,95.0,1,20
34300,                    יגאל כהן 1                ,5.0,1,1220000.0,1,1,1,1,2,140.0,7,60
34301,                    2                ,6.0,0,4200000.0,2,2,1,2,2,243.0,23,5
34302,                    יאנוש קורצ'אק 2                ,4.0,5,1625000.0,2,2,2,2,2,120.0,1,11
34303,                    גולדה מאיר                ,6.0,3,3500000.0,1,1,2,2,2,160.0,1,20
34304,                    5                ,5.0,0,1600000.0,1,1,1,1,2,147.0,2,119
34305,                    4                ,4.0,9,1180000.0,1,1,2,1,2,130.0,1,85
34306,                    4                ,4.0,1,1950000.0,2,1,2,2,1,110.0,1,108
34307,                    5.5                ,5.0,13,2280000.0,1,1,2,2,2,138.0,1,19
34308,                    הרב יצחק בן חנן                ,3.0,4,950000.0,2,1,1,1,1,70.0,1,25
34309,"                    צ""ג בנות 32                ",4.0,5,1790000.0,1,2,2,1,2,90.0,1,9
34310,                    הרצל 63                ,2.0,1,720000.0,2,1,1,2,2,60.0,1,78
34311,                    הנוטרים 16                ,3.0,1,1600000.0,2,1,1,1,1,75.0,1,10
34312,                    5                ,5.0,5,2550000.0,1,1,2,1,2,175.0,1,59
34313,                    הראשונים                ,5.0,3,1650000.0,2,1,2,2,2,125.0,22,11
34314,                    5                ,5.0,5,2530000.0,1,1,2,2,2,135.0,1,25
34315,                    עין גדי 21                ,4.0,7,1120000.0,2,1,2,2,2,111.0,1,23
34316,                    2 מתוך 4                ,5.0,2,880000.0,2,1,1,1,1,115.0,1,76
34317,"                    שדרות בן אב""י 11                ",4.0,2,1675000.0,1,1,2,1,2,95.0,1,25
34318,                    5                ,5.0,9,1900000.0,1,1,2,2,2,127.0,1,16
34319,                    קרקע מתוך קרקע                ,4.0,0,1600000.0,1,1,1,1,1,120.0,7,358
34320,                    יהודה הנשיא 12                ,4.0,5,1400000.0,2,1,2,2,2,126.0,1,37
34321,                    דרך הים                ,5.0,1,2350000.0,2,1,1,2,2,155.0,22,11
34322,                    5 מתוך 5                ,5.0,5,2000000.0,1,1,2,1,2,140.0,22,47
34323,                    3                ,3.0,7,820000.0,1,1,2,2,2,75.0,1,92
34324,                    3                ,3.0,5,1730000.0,1,1,2,2,2,75.0,1,19
34325,                    5                ,5.0,9,2650000.0,2,1,2,1,2,270.0,22,13
34326,                    רודד 715                ,2.0,2,650000.0,1,2,1,1,1,48.0,1,97
34327,                    4                ,4.0,3,1450000.0,1,1,2,2,2,120.0,1,16
34328,                    יהודה הלוי 39                ,3.0,3,1790000.0,1,1,1,1,1,60.0,1,21
34329,                    3                ,3.0,1,3300000.0,1,1,1,1,1,84.0,7,3
34330,                    שלמה המלך 52                ,3.0,7,2000000.0,1,1,2,2,2,86.0,1,25
34331,                    הקרן הקיימת לישראל                ,4.0,3,8400000.0,1,1,1,2,1,150.0,1,6
34332,                    אברהם אבינו                ,4.0,3,670000.0,1,2,1,1,1,78.0,1,23
34333,                    12                ,12.0,0,7000000.0,1,1,1,1,2,420.0,21,133
34334,                    גלעד                ,3.0,4,680000.0,1,1,2,1,1,70.0,1,57
34335,                    שדרות דגניה                ,3.0,3,630000.0,2,2,1,2,2,67.0,1,11
34336,                    העצמאות 2                ,2.0,1,900000.0,1,1,1,1,1,55.0,1,72
34337,                    1                ,6.0,0,4500000.0,2,1,1,2,2,194.0,21,129
34338,                    הטורים                ,4.0,15,2050000.0,1,1,1,2,1,112.0,1,25
34339,                    ראובן 2                ,6.0,0,2050000.0,2,2,1,2,2,140.0,23,72
34340,                    1                ,4.0,1,950000.0,1,1,1,2,2,80.0,1,53
34341,                    הגבורה                ,3.0,4,660000.0,1,1,1,1,1,75.0,1,58
34342,                    הנביאים 6                ,4.0,1,1600000.0,2,1,1,1,1,100.0,1,19
34343,                    4                ,4.0,4,1450000.0,1,1,2,1,1,120.0,1,4
34344,                    6                ,6.0,0,3800000.0,1,1,1,1,1,176.0,21,91
34345,                    פרופסור יוסף שטרן 6                ,5.0,3,1650000.0,2,2,2,2,2,210.0,22,23
34346,                    1                ,4.0,3,790000.0,2,2,1,2,1,107.0,1,72
34347,                    יוני נתניהו 10                ,4.0,8,2480000.0,2,2,2,2,2,123.0,1,15
34348,                    דב הוז                ,7.0,5,4150000.0,1,2,2,2,2,208.0,8,84
34349,                    דוד אלרואי 5                ,5.0,12,8900000.0,1,1,2,2,2,290.0,22,6
34350,                    4                ,4.0,3,2050000.0,1,1,2,1,1,120.0,1,67
34351,                    4                ,4.0,5,1550000.0,1,1,2,2,2,100.0,22,47
34352,                    אבא אחימאיר                ,5.0,3,1465000.0,1,2,2,2,2,150.0,1,16
34353,                    סחלב 8                ,3.0,3,1600000.0,1,1,2,2,2,83.0,1,11
34354,                    ז'בוטינסקי                ,3.0,2,750000.0,1,1,1,1,1,72.0,1,72
34355,                    4                ,4.0,0,800000.0,1,1,1,1,2,94.0,1,12
34356,                    שפרינצק 5                ,6.0,0,3150000.0,1,1,1,1,1,157.0,7,84
34357,                    גני אביב                ,3.0,2,1060000.0,2,1,1,1,2,67.0,1,26
34358,                    מיכאל נאמן                ,5.0,2,5700000.0,1,1,1,2,2,154.0,1,3
34359,                    3                ,3.0,2,2125000.0,2,2,1,2,2,80.0,1,3
34360,                    יאיר שטרן                ,3.0,2,1135000.0,1,1,1,1,2,78.0,1,7
34361,                    הנביאים 2                ,4.0,2,1350000.0,1,1,2,2,2,115.0,1,78
34362,                    יהודה הלוי                ,4.0,7,995000.0,1,1,2,2,2,127.0,1,23
34363,                    החשמונאים                ,3.0,2,750000.0,2,2,1,1,2,67.0,1,64
34364,                    חרמון 1                ,6.0,0,2560000.0,2,1,1,2,2,189.0,2,16
34365,                    י.ח. ברנר                ,3.0,1,1575000.0,1,1,2,1,2,101.0,1,25
34366,                    אקסודוס                ,4.0,3,1429000.0,1,1,1,2,2,132.0,22,13
34367,                    שדרות בנימין 36                ,4.0,4,1590000.0,1,1,2,1,2,99.0,1,25
34368,                    עזר וייצמן                ,6.0,16,4750000.0,2,2,2,2,2,187.0,8,20
34369,                    5                ,5.0,5,4950000.0,1,1,2,2,2,124.0,1,3
34370,                    שדרות הנדיב                ,4.0,1,3250000.0,2,2,1,2,1,115.0,7,11
34371,                    פאר                ,4.0,5,1500000.0,1,1,2,2,2,130.0,22,11
34372,"                    רנ""ס 15                ",4.0,3,1160000.0,2,1,2,2,2,110.0,1,64
34373,                    רימלט                ,5.0,0,1750000.0,1,1,1,2,1,160.0,23,23
34374,                    השקמה 4                ,5.0,2,2430000.0,2,1,2,1,2,120.0,1,27
34375,                    דרך שמשון                ,4.0,2,840000.0,1,1,1,1,1,76.0,1,23
34376,                    משעול קישון                ,4.0,1,920000.0,1,1,1,1,1,95.0,1,58
34377,                    אמיל זולא                ,4.0,0,1430000.0,2,1,1,2,1,105.0,1,11
34378,                    6.5                ,6.0,0,2800000.0,2,2,1,2,2,230.0,23,76
34379,                    10                ,10.0,0,6500000.0,1,1,1,2,2,350.0,21,9
34380,                    הרב אונטרמן 1                ,3.0,7,1650000.0,1,1,2,1,2,75.0,1,19
34381,                    4                ,4.0,2,990000.0,1,1,1,1,1,96.0,1,23
34382,                    צמרות 10                ,3.0,1,2800000.0,2,1,2,1,2,90.0,1,21
34383,                    האמוראים 12                ,4.0,2,1750000.0,1,2,2,2,2,80.0,1,69
34384,                    3                ,3.0,2,520000.0,1,1,1,1,1,65.0,1,145
34385,                    1                ,3.0,2,1670000.0,1,1,1,2,2,68.0,1,75
34386,                    הזיתים 9                ,4.0,3,2650000.0,1,2,2,2,2,97.0,1,1
34387,                    כינור דוד                ,3.0,1,1700000.0,2,1,2,1,1,70.0,1,17
34388,                    4                ,4.0,6,2400000.0,1,1,2,2,2,280.0,22,35
34389,                    סביון 15                ,3.0,3,1550000.0,1,1,1,1,1,95.0,1,19
34390,                    4                ,4.0,3,2150000.0,1,1,2,1,2,111.0,1,84
34391,                    4                ,4.0,2,1800000.0,1,2,2,2,2,95.0,1,6
34392,                    מורן                ,6.0,9,2100000.0,1,1,2,2,2,280.0,22,37
34393,                    6                ,6.0,2,1780000.0,1,1,1,2,2,128.0,8,2
34394,                    5                ,5.0,3,2480000.0,1,1,1,2,2,125.0,1,14
34395,                    דרך הים                ,5.0,0,3090000.0,1,1,1,1,2,150.0,8,11
34396,                    4                ,4.0,1,3590000.0,1,1,2,2,2,100.0,1,6
34397,                    הרב עוזיאל 20                ,2.0,0,1150000.0,2,1,1,1,1,50.0,1,17
34398,                    יורם ורון                ,4.0,10,1660000.0,2,1,2,2,2,120.0,1,13
34399,                    3 מתוך 3                ,3.0,3,1200000.0,1,2,1,1,2,80.0,1,73
34400,                    אריסטובולוס                ,3.0,1,1500000.0,1,2,1,2,1,35.0,1,6
34401,                    4                ,4.0,3,1840000.0,1,2,2,1,2,83.0,1,36
34402,                    שדרות נורדאו 89                ,3.0,3,3600000.0,1,1,1,2,1,70.0,1,3
34403,                    שדרות בית וגן 8                ,4.0,3,1150000.0,1,1,2,2,2,107.0,1,78
34404,                    סמטת הצוק                ,4.0,4,820000.0,1,1,1,1,1,90.0,1,97
34405,                    מבוא העירית                ,3.0,0,1300000.0,2,1,2,1,2,72.0,7,4
34406,                    אוסישקין                ,4.0,4,12500000.0,2,2,2,2,2,162.0,22,3
34407,                    ברנשטיין כהן 12                ,3.0,4,5800000.0,1,2,2,2,2,100.0,1,3
34408,                    החשמונאים                ,4.0,4,800000.0,1,2,1,1,1,76.0,1,64
34409,                    4                ,4.0,1,1360000.0,1,1,2,2,2,93.0,7,47
34410,                    4                ,4.0,0,1980000.0,1,1,2,1,2,110.0,7,121
34411,                    הרב הרצוג 37                ,3.0,3,2090000.0,1,1,1,2,1,69.0,1,6
34412,                    5                ,5.0,6,2070000.0,1,1,2,2,2,130.0,1,16
34413,                    לוין אפשטיין                ,6.0,2,1950000.0,1,1,2,1,2,110.0,1,14
34414,                    החשמונאים 8                ,3.0,3,2500000.0,1,2,2,2,2,77.0,1,1
34415,"                    מעגלי הרי""ם לוין 126                ",7.0,0,3280000.0,2,1,1,1,1,123.0,1,6
34416,                    רחבעם זאבי 1                ,3.0,1,1450000.0,1,1,1,2,1,75.0,1,10
34417,                    הרצל                ,3.0,2,1170000.0,1,1,1,1,1,55.0,1,32
34418,                    הדס 7                ,6.0,0,3400000.0,1,1,1,2,2,278.0,23,7
34419,                    שדרות דוד המלך 14                ,4.0,2,1315000.0,1,2,2,1,1,87.0,1,26
34420,                    2.5                ,2.0,0,550000.0,2,1,1,2,1,50.0,7,57
34421,                    1                ,5.0,5,2890000.0,1,1,2,2,2,138.0,22,84
34422,                    שדרות הערים התאומות                ,4.0,3,1340000.0,2,1,2,2,2,136.0,1,23
34423,                    1                ,5.0,1,1710000.0,1,1,1,2,2,120.0,8,58
34424,                    5                ,5.0,0,899000.0,1,1,1,1,1,116.0,23,68
34425,                    מנגו                ,4.0,21,1950000.0,1,1,2,2,2,126.0,1,4
34426,                    דרך בן גוריון                ,2.0,5,1350000.0,1,1,2,1,1,25.0,1,17
34427,                    אפרים 21                ,7.0,0,2200000.0,1,1,1,1,2,200.0,23,72
34428,                    1                ,7.0,0,3150000.0,1,1,1,2,2,260.0,2,169
34429,                    מקס נורדאו 9                ,2.0,6,1490000.0,1,2,2,2,1,65.0,1,4
34430,                    5.5                ,5.0,0,6800000.0,1,1,1,2,2,220.0,23,1
34431,                    3                ,3.0,1,1260000.0,2,1,1,1,1,75.0,1,4
34432,                    יצחק בן צבי                ,3.0,2,750000.0,2,1,1,1,1,70.0,1,57
34433,                    3                ,3.0,0,1325000.0,2,1,2,2,2,90.0,7,13
34434,                    4                ,4.0,6,5800000.0,1,1,2,2,2,125.0,1,3
34435,                    5.5                ,5.0,0,1890000.0,1,1,1,1,2,178.0,23,731
34436,                    4                ,4.0,1,2250000.0,1,1,2,1,2,113.0,1,48
34437,"                    ביל""ו 22                ",3.0,2,1600000.0,1,1,2,1,1,70.0,1,10
34438,                    5                ,5.0,0,5580000.0,1,1,1,2,2,200.0,21,71
34439,                    5                ,5.0,2,1350000.0,2,1,1,2,2,50.0,1,12
34440,                    אגוזי                ,2.0,2,845000.0,1,1,1,1,1,33.0,1,7
34441,                    השלכת                ,3.0,2,1000000.0,1,1,1,1,2,93.0,1,16
34442,                    5.5                ,5.0,2,1350000.0,1,1,1,2,1,118.0,7,45
34443,                    5                ,5.0,2,2390000.0,1,1,2,2,2,130.0,1,1
34444,                    יוסף ברץ                ,4.0,5,2350000.0,1,1,2,2,2,110.0,1,10
34445,                    האשל 118                ,6.0,1,1150000.0,1,1,1,2,2,145.0,1,16
34446,                    הרב ישעיהו משורר 16                ,4.0,8,2250000.0,2,1,2,2,2,113.0,1,19
34447,                    5                ,5.0,0,3950000.0,1,1,1,1,2,124.0,21,48
34448,                    יורדי הסירה                ,3.0,4,1100000.0,1,1,1,1,2,78.0,1,4
34449,                    דוד ניב 11                ,3.0,1,1250000.0,2,1,1,1,2,85.0,7,23
34450,                    1                ,5.0,6,3950000.0,1,1,2,2,2,148.0,22,48
34451,                    גואטמלה                ,3.0,6,1250000.0,1,1,2,1,2,77.0,1,6
34452,                    5                ,5.0,8,2600000.0,2,1,2,2,2,129.0,1,70
34453,                    הגליל 7                ,2.0,2,1300000.0,2,1,1,2,1,40.0,1,10
34454,                    7                ,7.0,0,3100000.0,1,1,1,2,2,682.0,23,97
34455,                    הדר                ,4.0,1,1990000.0,1,1,1,2,2,110.0,1,21
34456,                    הנשיאים                ,4.0,1,3390000.0,1,2,2,1,2,98.0,1,3
34457,                    ספיר                ,5.0,3,1230000.0,1,1,1,2,2,169.0,8,64
34458,                    2                ,8.0,0,4100000.0,1,1,1,2,2,240.0,21,14
34459,                    2                ,2.0,4,1290000.0,1,1,1,1,1,56.0,1,52
34460,                    יעקב מרידור                ,4.0,4,1400000.0,1,1,2,2,2,124.0,1,13
34461,                    שמואל סלנט                ,4.0,4,1950000.0,1,1,2,2,2,100.0,1,19
34462,                    קרן היסוד                ,4.0,2,1190000.0,2,1,2,2,2,125.0,1,8
34463,                    5                ,5.0,0,2300000.0,1,1,1,2,2,158.0,2,471
34464,                    ירושלים                ,4.0,4,2600000.0,1,2,2,2,2,128.0,1,84
34465,                    5                ,5.0,0,2350000.0,1,1,1,2,2,160.0,2,85
34466,                    אורן                ,7.0,0,3700000.0,1,1,1,2,2,183.0,2,52
34467,                    דרך אלנבי                ,3.0,2,790000.0,1,1,1,1,1,70.0,1,11
